type,filepath,class,x1,y1,x2,y2,x3,y3,x4,y4
TRAIN,c:\Users\husin\Documents\Coding\Kuliah\Viskom\tugas-4\Datasets-jpg\Operator\close-bracket\20211206_104239.jpg,closebracket,0.155555556,0.480555556,,,0.226851852,0.612962963,,
TRAIN,c:\Users\husin\Documents\Coding\Kuliah\Viskom\tugas-4\Datasets-jpg\Operator\close-bracket\20211206_104239.jpg,closebracket,0.283796296,0.47037037,,,0.368518519,0.614814815,,
TRAIN,c:\Users\husin\Documents\Coding\Kuliah\Viskom\tugas-4\Datasets-jpg\Operator\close-bracket\20211206_104239.jpg,closebracket,0.426388889,0.471296296,,,0.507407407,0.613888889,,
TRAIN,c:\Users\husin\Documents\Coding\Kuliah\Viskom\tugas-4\Datasets-jpg\Operator\close-bracket\20211206_104239.jpg,closebracket,0.58287037,0.475,,,0.665740741,0.619444444,,
TRAIN,c:\Users\husin\Documents\Coding\Kuliah\Viskom\tugas-4\Datasets-jpg\Operator\close-bracket\20211206_104239.jpg,closebracket,0.771759259,0.473148148,,,0.847222222,0.601388889,,
TRAIN,c:\Users\husin\Documents\Coding\Kuliah\Viskom\tugas-4\Datasets-jpg\Operator\close-bracket\20211206_104239.jpg,closebracket,0.138888889,0.652314815,,,0.208333333,0.806944444,,
TRAIN,c:\Users\husin\Documents\Coding\Kuliah\Viskom\tugas-4\Datasets-jpg\Operator\close-bracket\20211206_104239.jpg,closebracket,0.265277778,0.663888889,,,0.352314815,0.808796296,,
TRAIN,c:\Users\husin\Documents\Coding\Kuliah\Viskom\tugas-4\Datasets-jpg\Operator\close-bracket\20211206_104239.jpg,closebracket,0.44212963,0.640740741,,,0.50462963,0.785648148,,
TRAIN,c:\Users\husin\Documents\Coding\Kuliah\Viskom\tugas-4\Datasets-jpg\Operator\close-bracket\20211206_104239.jpg,closebracket,0.60787037,0.648611111,,,0.690740741,0.8,,
TRAIN,c:\Users\husin\Documents\Coding\Kuliah\Viskom\tugas-4\Datasets-jpg\Operator\close-bracket\20211206_104239.jpg,closebracket,0.778703704,0.633333333,,,0.85462963,0.778703704,,
TRAIN,c:\Users\husin\Documents\Coding\Kuliah\Viskom\tugas-4\Datasets-jpg\Operator\close-bracket\20211206_104245.jpg,closebracket,0.168981481,0.335185185,,,0.238425926,0.460648148,,
TRAIN,c:\Users\husin\Documents\Coding\Kuliah\Viskom\tugas-4\Datasets-jpg\Operator\close-bracket\20211206_104245.jpg,closebracket,0.300925926,0.344907407,,,0.37037037,0.475925926,,
TRAIN,c:\Users\husin\Documents\Coding\Kuliah\Viskom\tugas-4\Datasets-jpg\Operator\close-bracket\20211206_104245.jpg,closebracket,0.45462963,0.349537037,,,0.541203704,0.4875,,
TRAIN,c:\Users\husin\Documents\Coding\Kuliah\Viskom\tugas-4\Datasets-jpg\Operator\close-bracket\20211206_104245.jpg,closebracket,0.589351852,0.349537037,,,0.691666667,0.498148148,,
TRAIN,c:\Users\husin\Documents\Coding\Kuliah\Viskom\tugas-4\Datasets-jpg\Operator\close-bracket\20211206_104245.jpg,closebracket,0.772685185,0.344907407,,,0.848148148,0.497222222,,
TRAIN,c:\Users\husin\Documents\Coding\Kuliah\Viskom\tugas-4\Datasets-jpg\Operator\close-bracket\20211206_104245.jpg,closebracket,0.153703704,0.510648148,,,0.2375,0.641666667,,
TRAIN,c:\Users\husin\Documents\Coding\Kuliah\Viskom\tugas-4\Datasets-jpg\Operator\close-bracket\20211206_104245.jpg,closebracket,0.28287037,0.505092593,,,0.373611111,0.645833333,,
TRAIN,c:\Users\husin\Documents\Coding\Kuliah\Viskom\tugas-4\Datasets-jpg\Operator\close-bracket\20211206_104245.jpg,closebracket,0.423611111,0.500925926,,,0.525,0.649537037,,
TRAIN,c:\Users\husin\Documents\Coding\Kuliah\Viskom\tugas-4\Datasets-jpg\Operator\close-bracket\20211206_104245.jpg,closebracket,0.575925926,0.506944444,,,0.671296296,0.645833333,,
TRAIN,c:\Users\husin\Documents\Coding\Kuliah\Viskom\tugas-4\Datasets-jpg\Operator\close-bracket\20211206_104245.jpg,closebracket,0.764814815,0.506944444,,,0.852777778,0.633333333,,
TRAIN,c:\Users\husin\Documents\Coding\Kuliah\Viskom\tugas-4\Datasets-jpg\Operator\close-bracket\20211206_104245.jpg,closebracket,0.147685185,0.680555556,,,0.228703704,0.825,,
TRAIN,c:\Users\husin\Documents\Coding\Kuliah\Viskom\tugas-4\Datasets-jpg\Operator\close-bracket\20211206_104245.jpg,closebracket,0.274074074,0.688888889,,,0.37037037,0.85,,
TRAIN,c:\Users\husin\Documents\Coding\Kuliah\Viskom\tugas-4\Datasets-jpg\Operator\close-bracket\20211206_104245.jpg,closebracket,0.432407407,0.671759259,,,0.523148148,0.817592593,,
TRAIN,c:\Users\husin\Documents\Coding\Kuliah\Viskom\tugas-4\Datasets-jpg\Operator\close-bracket\20211206_104245.jpg,closebracket,0.613425926,0.682407407,,,0.687037037,0.825925926,,
TRAIN,c:\Users\husin\Documents\Coding\Kuliah\Viskom\tugas-4\Datasets-jpg\Operator\close-bracket\20211206_104245.jpg,closebracket,0.793981481,0.665740741,,,0.864351852,0.806018519,,
TRAIN,c:\Users\husin\Documents\Coding\Kuliah\Viskom\tugas-4\Datasets-jpg\Operator\close-bracket\20211206_104251.jpg,closebracket,0.043055556,0.197222222,,,0.116203704,0.343981481,,
TRAIN,c:\Users\husin\Documents\Coding\Kuliah\Viskom\tugas-4\Datasets-jpg\Operator\close-bracket\20211206_104251.jpg,closebracket,0.216666667,0.202777778,,,0.303240741,0.360185185,,
TRAIN,c:\Users\husin\Documents\Coding\Kuliah\Viskom\tugas-4\Datasets-jpg\Operator\close-bracket\20211206_104251.jpg,closebracket,0.425,0.20787037,,,0.515740741,0.385185185,,
TRAIN,c:\Users\husin\Documents\Coding\Kuliah\Viskom\tugas-4\Datasets-jpg\Operator\close-bracket\20211206_104251.jpg,closebracket,0.625462963,0.196296296,,,0.732407407,0.401851852,,
TRAIN,c:\Users\husin\Documents\Coding\Kuliah\Viskom\tugas-4\Datasets-jpg\Operator\close-bracket\20211206_104251.jpg,closebracket,0.85787037,0.199074074,,,0.944907407,0.393055556,,
TRAIN,c:\Users\husin\Documents\Coding\Kuliah\Viskom\tugas-4\Datasets-jpg\Operator\close-bracket\20211206_104251.jpg,closebracket,0.032407407,0.425925926,,,0.110648148,0.606944444,,
TRAIN,c:\Users\husin\Documents\Coding\Kuliah\Viskom\tugas-4\Datasets-jpg\Operator\close-bracket\20211206_104251.jpg,closebracket,0.219444444,0.41712963,,,0.291666667,0.60787037,,
TRAIN,c:\Users\husin\Documents\Coding\Kuliah\Viskom\tugas-4\Datasets-jpg\Operator\close-bracket\20211206_104251.jpg,closebracket,0.402777778,0.419907407,,,0.484722222,0.600462963,,
TRAIN,c:\Users\husin\Documents\Coding\Kuliah\Viskom\tugas-4\Datasets-jpg\Operator\close-bracket\20211206_104251.jpg,closebracket,0.619907407,0.421759259,,,0.6875,0.600462963,,
TRAIN,c:\Users\husin\Documents\Coding\Kuliah\Viskom\tugas-4\Datasets-jpg\Operator\close-bracket\20211206_104251.jpg,closebracket,0.858796296,0.422685185,,,0.937037037,0.583796296,,
TRAIN,c:\Users\husin\Documents\Coding\Kuliah\Viskom\tugas-4\Datasets-jpg\Operator\close-bracket\20211206_104251.jpg,closebracket,0.01712963,0.662962963,,,0.100925926,0.84537037,,
TRAIN,c:\Users\husin\Documents\Coding\Kuliah\Viskom\tugas-4\Datasets-jpg\Operator\close-bracket\20211206_104251.jpg,closebracket,0.191666667,0.66712963,,,0.285185185,0.855092593,,
TRAIN,c:\Users\husin\Documents\Coding\Kuliah\Viskom\tugas-4\Datasets-jpg\Operator\close-bracket\20211206_104251.jpg,closebracket,0.400925926,0.646759259,,,0.525462963,0.83287037,,
TRAIN,c:\Users\husin\Documents\Coding\Kuliah\Viskom\tugas-4\Datasets-jpg\Operator\close-bracket\20211206_104251.jpg,closebracket,0.649537037,0.650462963,,,0.735648148,0.841666667,,
TRAIN,c:\Users\husin\Documents\Coding\Kuliah\Viskom\tugas-4\Datasets-jpg\Operator\close-bracket\20211206_104251.jpg,closebracket,0.868518519,0.630092593,,,0.952314815,0.808796296,,
TRAIN,c:\Users\husin\Documents\Coding\Kuliah\Viskom\tugas-4\Datasets-jpg\Operator\close-bracket\20211206_104254.jpg,closebracket,0.057407407,0.102777778,,,0.125,0.290740741,,
TRAIN,c:\Users\husin\Documents\Coding\Kuliah\Viskom\tugas-4\Datasets-jpg\Operator\close-bracket\20211206_104254.jpg,closebracket,0.284259259,0.14212963,,,0.351851852,0.315740741,,
TRAIN,c:\Users\husin\Documents\Coding\Kuliah\Viskom\tugas-4\Datasets-jpg\Operator\close-bracket\20211206_104254.jpg,closebracket,0.497222222,0.166203704,,,0.564814815,0.350462963,,
TRAIN,c:\Users\husin\Documents\Coding\Kuliah\Viskom\tugas-4\Datasets-jpg\Operator\close-bracket\20211206_104254.jpg,closebracket,0.672685185,0.174074074,,,0.736574074,0.372685185,,
TRAIN,c:\Users\husin\Documents\Coding\Kuliah\Viskom\tugas-4\Datasets-jpg\Operator\close-bracket\20211206_104254.jpg,closebracket,0.842592593,0.200925926,,,0.893518519,0.36712963,,
TRAIN,c:\Users\husin\Documents\Coding\Kuliah\Viskom\tugas-4\Datasets-jpg\Operator\close-bracket\20211206_104254.jpg,closebracket,0.064351852,0.399537037,,,0.149074074,0.621759259,,
TRAIN,c:\Users\husin\Documents\Coding\Kuliah\Viskom\tugas-4\Datasets-jpg\Operator\close-bracket\20211206_104254.jpg,closebracket,0.274537037,0.381481481,,,0.369907407,0.598611111,,
TRAIN,c:\Users\husin\Documents\Coding\Kuliah\Viskom\tugas-4\Datasets-jpg\Operator\close-bracket\20211206_104254.jpg,closebracket,0.485648148,0.387037037,,,0.550462963,0.581018519,,
TRAIN,c:\Users\husin\Documents\Coding\Kuliah\Viskom\tugas-4\Datasets-jpg\Operator\close-bracket\20211206_104254.jpg,closebracket,0.656481481,0.39212963,,,0.725,0.564814815,,
TRAIN,c:\Users\husin\Documents\Coding\Kuliah\Viskom\tugas-4\Datasets-jpg\Operator\close-bracket\20211206_104254.jpg,closebracket,0.840740741,0.39212963,,,0.901388889,0.541666667,,
TRAIN,c:\Users\husin\Documents\Coding\Kuliah\Viskom\tugas-4\Datasets-jpg\Operator\close-bracket\20211206_104254.jpg,closebracket,0.068055556,0.703703704,,,0.160648148,0.927314815,,
TRAIN,c:\Users\husin\Documents\Coding\Kuliah\Viskom\tugas-4\Datasets-jpg\Operator\close-bracket\20211206_104254.jpg,closebracket,0.273611111,0.687962963,,,0.380555556,0.897222222,,
TRAIN,c:\Users\husin\Documents\Coding\Kuliah\Viskom\tugas-4\Datasets-jpg\Operator\close-bracket\20211206_104254.jpg,closebracket,0.499074074,0.626388889,,,0.603240741,0.82037037,,
TRAIN,c:\Users\husin\Documents\Coding\Kuliah\Viskom\tugas-4\Datasets-jpg\Operator\close-bracket\20211206_104254.jpg,closebracket,0.693055556,0.612962963,,,0.776851852,0.789351852,,
TRAIN,c:\Users\husin\Documents\Coding\Kuliah\Viskom\tugas-4\Datasets-jpg\Operator\close-bracket\20211206_104254.jpg,closebracket,0.855092593,0.580092593,,,0.922685185,0.7375,,
TRAIN,c:\Users\husin\Documents\Coding\Kuliah\Viskom\tugas-4\Datasets-jpg\Operator\close-bracket\20211206_104258.jpg,closebracket,0.103703704,0.294444444,,,0.178240741,0.399537037,,
TRAIN,c:\Users\husin\Documents\Coding\Kuliah\Viskom\tugas-4\Datasets-jpg\Operator\close-bracket\20211206_104258.jpg,closebracket,0.267592593,0.300462963,,,0.328703704,0.410185185,,
TRAIN,c:\Users\husin\Documents\Coding\Kuliah\Viskom\tugas-4\Datasets-jpg\Operator\close-bracket\20211206_104258.jpg,closebracket,0.440277778,0.297685185,,,0.524074074,0.431481481,,
TRAIN,c:\Users\husin\Documents\Coding\Kuliah\Viskom\tugas-4\Datasets-jpg\Operator\close-bracket\20211206_104258.jpg,closebracket,0.618055556,0.294444444,,,0.693055556,0.441203704,,
TRAIN,c:\Users\husin\Documents\Coding\Kuliah\Viskom\tugas-4\Datasets-jpg\Operator\close-bracket\20211206_104258.jpg,closebracket,0.808796296,0.288888889,,,0.893518519,0.433333333,,
TRAIN,c:\Users\husin\Documents\Coding\Kuliah\Viskom\tugas-4\Datasets-jpg\Operator\close-bracket\20211206_104258.jpg,closebracket,0.068055556,0.457407407,,,0.153703704,0.601388889,,
TRAIN,c:\Users\husin\Documents\Coding\Kuliah\Viskom\tugas-4\Datasets-jpg\Operator\close-bracket\20211206_104258.jpg,closebracket,0.237962963,0.445833333,,,0.328703704,0.606944444,,
TRAIN,c:\Users\husin\Documents\Coding\Kuliah\Viskom\tugas-4\Datasets-jpg\Operator\close-bracket\20211206_104258.jpg,closebracket,0.427777778,0.450925926,,,0.498148148,0.600462963,,
TRAIN,c:\Users\husin\Documents\Coding\Kuliah\Viskom\tugas-4\Datasets-jpg\Operator\close-bracket\20211206_104258.jpg,closebracket,0.612037037,0.449074074,,,0.694907407,0.598611111,,
TRAIN,c:\Users\husin\Documents\Coding\Kuliah\Viskom\tugas-4\Datasets-jpg\Operator\close-bracket\20211206_104258.jpg,closebracket,0.841666667,0.443981481,,,0.911111111,0.578240741,,
TRAIN,c:\Users\husin\Documents\Coding\Kuliah\Viskom\tugas-4\Datasets-jpg\Operator\close-bracket\20211206_104258.jpg,closebracket,0.014814815,0.650462963,,,0.126851852,0.8375,,
TRAIN,c:\Users\husin\Documents\Coding\Kuliah\Viskom\tugas-4\Datasets-jpg\Operator\close-bracket\20211206_104258.jpg,closebracket,0.205092593,0.665740741,,,0.303240741,0.839351852,,
TRAIN,c:\Users\husin\Documents\Coding\Kuliah\Viskom\tugas-4\Datasets-jpg\Operator\close-bracket\20211206_104258.jpg,closebracket,0.43287037,0.639814815,,,0.551388889,0.806018519,,
TRAIN,c:\Users\husin\Documents\Coding\Kuliah\Viskom\tugas-4\Datasets-jpg\Operator\close-bracket\20211206_104258.jpg,closebracket,0.658333333,0.637962963,,,0.768518519,0.809722222,,
TRAIN,c:\Users\husin\Documents\Coding\Kuliah\Viskom\tugas-4\Datasets-jpg\Operator\close-bracket\20211206_104258.jpg,closebracket,0.881944444,0.614814815,,,0.969907407,0.783796296,,
TRAIN,c:\Users\husin\Documents\Coding\Kuliah\Viskom\tugas-4\Datasets-jpg\Operator\close-bracket\20211206_104302.jpg,closebracket,0.127314815,0.286111111,,,0.194907407,0.396759259,,
TRAIN,c:\Users\husin\Documents\Coding\Kuliah\Viskom\tugas-4\Datasets-jpg\Operator\close-bracket\20211206_104302.jpg,closebracket,0.24212963,0.275462963,,,0.3125,0.405555556,,
TRAIN,c:\Users\husin\Documents\Coding\Kuliah\Viskom\tugas-4\Datasets-jpg\Operator\close-bracket\20211206_104302.jpg,closebracket,0.389814815,0.255092593,,,0.487037037,0.409259259,,
TRAIN,c:\Users\husin\Documents\Coding\Kuliah\Viskom\tugas-4\Datasets-jpg\Operator\close-bracket\20211206_104302.jpg,closebracket,0.561574074,0.222222222,,,0.651388889,0.394907407,,
TRAIN,c:\Users\husin\Documents\Coding\Kuliah\Viskom\tugas-4\Datasets-jpg\Operator\close-bracket\20211206_104302.jpg,closebracket,0.762962963,0.192592593,,,0.88287037,0.372685185,,
TRAIN,c:\Users\husin\Documents\Coding\Kuliah\Viskom\tugas-4\Datasets-jpg\Operator\close-bracket\20211206_104302.jpg,closebracket,0.107407407,0.452777778,,,0.178703704,0.59537037,,
TRAIN,c:\Users\husin\Documents\Coding\Kuliah\Viskom\tugas-4\Datasets-jpg\Operator\close-bracket\20211206_104302.jpg,closebracket,0.225925926,0.440277778,,,0.299074074,0.596296296,,
TRAIN,c:\Users\husin\Documents\Coding\Kuliah\Viskom\tugas-4\Datasets-jpg\Operator\close-bracket\20211206_104302.jpg,closebracket,0.371296296,0.428703704,,,0.443981481,0.581944444,,
TRAIN,c:\Users\husin\Documents\Coding\Kuliah\Viskom\tugas-4\Datasets-jpg\Operator\close-bracket\20211206_104302.jpg,closebracket,0.534722222,0.4125,,,0.613425926,0.579166667,,
TRAIN,c:\Users\husin\Documents\Coding\Kuliah\Viskom\tugas-4\Datasets-jpg\Operator\close-bracket\20211206_104302.jpg,closebracket,0.76712963,0.393981481,,,0.868981481,0.555092593,,
TRAIN,c:\Users\husin\Documents\Coding\Kuliah\Viskom\tugas-4\Datasets-jpg\Operator\close-bracket\20211206_104302.jpg,closebracket,0.077314815,0.637037037,,,0.156481481,0.79537037,,
TRAIN,c:\Users\husin\Documents\Coding\Kuliah\Viskom\tugas-4\Datasets-jpg\Operator\close-bracket\20211206_104302.jpg,closebracket,0.193055556,0.640740741,,,0.286574074,0.810648148,,
TRAIN,c:\Users\husin\Documents\Coding\Kuliah\Viskom\tugas-4\Datasets-jpg\Operator\close-bracket\20211206_104302.jpg,closebracket,0.361111111,0.621759259,,,0.455555556,0.785648148,,
TRAIN,c:\Users\husin\Documents\Coding\Kuliah\Viskom\tugas-4\Datasets-jpg\Operator\close-bracket\20211206_104302.jpg,closebracket,0.547222222,0.621759259,,,0.662962963,0.811574074,,
TRAIN,c:\Users\husin\Documents\Coding\Kuliah\Viskom\tugas-4\Datasets-jpg\Operator\close-bracket\20211206_104302.jpg,closebracket,0.787037037,0.596296296,,,0.891203704,0.793055556,,
TRAIN,c:\Users\husin\Documents\Coding\Kuliah\Viskom\tugas-4\Datasets-jpg\Operator\close-bracket\20211206_104309.jpg,closebracket,0.069444444,0.100925926,,,0.152777778,0.265740741,,
TRAIN,c:\Users\husin\Documents\Coding\Kuliah\Viskom\tugas-4\Datasets-jpg\Operator\close-bracket\20211206_104309.jpg,closebracket,0.259722222,0.111574074,,,0.333796296,0.287037037,,
TRAIN,c:\Users\husin\Documents\Coding\Kuliah\Viskom\tugas-4\Datasets-jpg\Operator\close-bracket\20211206_104309.jpg,closebracket,0.458333333,0.128703704,,,0.5375,0.312962963,,
TRAIN,c:\Users\husin\Documents\Coding\Kuliah\Viskom\tugas-4\Datasets-jpg\Operator\close-bracket\20211206_104309.jpg,closebracket,0.625,0.130555556,,,0.732407407,0.332407407,,
TRAIN,c:\Users\husin\Documents\Coding\Kuliah\Viskom\tugas-4\Datasets-jpg\Operator\close-bracket\20211206_104309.jpg,closebracket,0.810185185,0.15,,,0.914351852,0.324537037,,
TRAIN,c:\Users\husin\Documents\Coding\Kuliah\Viskom\tugas-4\Datasets-jpg\Operator\close-bracket\20211206_104309.jpg,closebracket,0.087037037,0.333333333,,,0.159259259,0.514351852,,
TRAIN,c:\Users\husin\Documents\Coding\Kuliah\Viskom\tugas-4\Datasets-jpg\Operator\close-bracket\20211206_104309.jpg,closebracket,0.250925926,0.326388889,,,0.338888889,0.50787037,,
TRAIN,c:\Users\husin\Documents\Coding\Kuliah\Viskom\tugas-4\Datasets-jpg\Operator\close-bracket\20211206_104309.jpg,closebracket,0.420833333,0.323611111,,,0.498611111,0.502777778,,
TEST,c:\Users\husin\Documents\Coding\Kuliah\Viskom\tugas-4\Datasets-jpg\Operator\close-bracket\20211206_104309.jpg,closebracket,0.6,0.337037037,,,0.697685185,0.498148148,,
TEST,c:\Users\husin\Documents\Coding\Kuliah\Viskom\tugas-4\Datasets-jpg\Operator\close-bracket\20211206_104309.jpg,closebracket,0.787962963,0.343981481,,,0.908796296,0.496296296,,
TEST,c:\Users\husin\Documents\Coding\Kuliah\Viskom\tugas-4\Datasets-jpg\Operator\close-bracket\20211206_104309.jpg,closebracket,0.071759259,0.55,,,0.177777778,0.700462963,,
TEST,c:\Users\husin\Documents\Coding\Kuliah\Viskom\tugas-4\Datasets-jpg\Operator\close-bracket\20211206_104309.jpg,closebracket,0.234722222,0.553240741,,,0.339814815,0.715277778,,
TEST,c:\Users\husin\Documents\Coding\Kuliah\Viskom\tugas-4\Datasets-jpg\Operator\close-bracket\20211206_104309.jpg,closebracket,0.418981481,0.530092593,,,0.528703704,0.685185185,,
TEST,c:\Users\husin\Documents\Coding\Kuliah\Viskom\tugas-4\Datasets-jpg\Operator\close-bracket\20211206_104309.jpg,closebracket,0.609722222,0.536574074,,,0.696759259,0.678703704,,
TEST,c:\Users\husin\Documents\Coding\Kuliah\Viskom\tugas-4\Datasets-jpg\Operator\close-bracket\20211206_104309.jpg,closebracket,0.770833333,0.519444444,,,0.866203704,0.657407407,,
TEST,c:\Users\husin\Documents\Coding\Kuliah\Viskom\tugas-4\Datasets-jpg\Operator\close-bracket\20211206_104319.jpg,closebracket,0.027314815,0.349537037,,,0.121759259,0.494444444,,
TEST,c:\Users\husin\Documents\Coding\Kuliah\Viskom\tugas-4\Datasets-jpg\Operator\close-bracket\20211206_104319.jpg,closebracket,0.203703704,0.349537037,,,0.308796296,0.52037037,,
TEST,c:\Users\husin\Documents\Coding\Kuliah\Viskom\tugas-4\Datasets-jpg\Operator\close-bracket\20211206_104319.jpg,closebracket,0.431481481,0.368981481,,,0.513425926,0.5375,,
TEST,c:\Users\husin\Documents\Coding\Kuliah\Viskom\tugas-4\Datasets-jpg\Operator\close-bracket\20211206_104319.jpg,closebracket,0.605092593,0.353240741,,,0.738888889,0.561574074,,
